N,P,K,temperature,ph,label,rainfall,humidity
10,79,18,21.0643684,5.624731338,pigeonpeas,184.6226709,55.46985938
30,75,25,30.33276599,6.446091759,pigeonpeas,149.299952,42.35249879
40,70,20,31.80130272,5.623490043,pigeonpeas,147.0361442,45.03186173
38,55,19,33.18184225,5.864623352,pigeonpeas,198.8298806,38.23184742
35,58,20,29.38538562,5.761702519,pigeonpeas,90.05422663,63.47742011
38,61,21,30.27374995,4.696518678,pigeonpeas,127.7767134,67.38680755
33,58,24,35.45790488,5.269504214,pigeonpeas,108.6333046,68.75810535
16,56,17,33.80020039,7.445444883,pigeonpeas,176.6165894,40.03262418
31,72,17,28.69180475,5.833031708,pigeonpeas,96.36222901,49.47225353
16,80,20,31.24021696,7.339320929,pigeonpeas,122.0146733,56.67369054
27,72,17,28.98039357,6.347929353,pigeonpeas,120.7435664,57.23265151
40,62,19,27.32198928,4.697750704,pigeonpeas,96.51524028,34.13737127
18,58,16,21.47607807,4.962661422,pigeonpeas,180.382234,38.80023714
3,68,16,18.31910448,4.964887857,pigeonpeas,107.4721605,34.69776639
26,67,24,36.97794384,5.642813116,pigeonpeas,161.4812963,37.73992903
16,70,20,24.80467592,5.6093956,pigeonpeas,121.5639121,40.1242747
24,63,19,19.3479443,4.681576043,pigeonpeas,194.5921148,55.96805489
9,76,25,28.88302142,5.70951224,pigeonpeas,179.2155874,50.12323801
16,55,19,19.54314136,6.413543781,pigeonpeas,192.4372194,47.19188279
28,75,21,24.7741949,6.007508163,pigeonpeas,114.2821387,50.54621094
16,71,24,18.33124824,4.946369874,pigeonpeas,139.6483317,38.40975482
24,70,21,19.14729038,5.517208078,pigeonpeas,132.7748215,45.3733757
38,72,21,28.23416057,5.902103172,pigeonpeas,186.5008581,49.4421345
9,66,21,30.11812084,5.719889876,pigeonpeas,157.0858232,34.13307843
34,56,17,33.4126864,4.548202098,pigeonpeas,139.6702541,35.42910045
1,76,19,24.18553163,6.669529416,pigeonpeas,177.3377996,46.68746847
6,69,19,26.88630675,4.750929218,pigeonpeas,94.46748008,41.69617915
26,73,21,31.33170829,4.946263888,pigeonpeas,161.7820226,57.97429171
27,61,18,33.30711818,5.266227032,pigeonpeas,108.5090168,67.07780816
27,71,23,23.45379018,7.10959773,pigeonpeas,150.8712202,46.48714759
36,61,21,34.53823889,5.617008201,pigeonpeas,168.5948318,39.04468913
17,73,18,19.50112224,5.632353113,pigeonpeas,197.3752649,34.51086611
26,72,22,28.76794904,4.674941549,pigeonpeas,91.72084869,37.57792132
17,64,16,30.97758716,7.161797643,pigeonpeas,180.716828,32.24914235
14,74,19,18.39759147,6.624966131,pigeonpeas,93.12330644,36.82639309
39,60,15,35.09357419,5.004074624,pigeonpeas,116.9106908,30.98685456
6,66,15,34.93174223,6.345806011,pigeonpeas,159.2649827,30.40046769
8,59,18,29.50523036,6.216814453,pigeonpeas,187.8961851,35.72032498
2,67,18,34.51934775,5.921666758,pigeonpeas,129.0064612,47.52980027
1,76,17,28.43430726,6.012719118,pigeonpeas,147.0414824,52.10010827
16,73,19,18.41645629,4.684079249,pigeonpeas,163.2747473,34.80541039
23,75,25,31.07508973,7.077170002,pigeonpeas,91.31256412,47.19847683
32,70,20,20.89342749,6.208843215,pigeonpeas,195.5697875,46.24856523
28,59,22,30.90607799,7.05181629,pigeonpeas,170.9919828,52.79913039
5,62,23,27.9348279,4.722222454,pigeonpeas,145.3728801,66.45457122
36,67,25,35.95176642,6.418062652,pigeonpeas,136.0456753,36.52780776
1,66,23,19.54317155,4.803564468,pigeonpeas,173.1686574,56.92831399
24,73,20,19.63736208,4.608695247,pigeonpeas,176.4134092,32.31528909
17,67,18,31.2192752,5.611510977,pigeonpeas,129.2028653,56.46868874
5,55,18,33.50876355,7.322097972,pigeonpeas,126.6738117,45.70976142
5,56,24,24.80710166,5.023115055,pigeonpeas,188.4928637,45.01110015
37,77,17,36.20970524,5.617122801,pigeonpeas,191.0658531,31.94550613
13,73,20,30.50420876,5.391560418,pigeonpeas,162.5927723,35.48885969
6,63,23,26.01630259,5.906596905,pigeonpeas,160.3337447,49.94704718
16,77,22,31.48469278,6.574209678,pigeonpeas,100.546816,35.6395615
25,64,20,33.15122581,4.807776749,pigeonpeas,105.0380275,32.45974539
34,75,24,23.50222822,4.760038039,pigeonpeas,192.3023991,51.29019509
20,77,23,34.87248659,5.180271502,pigeonpeas,148.2502786,38.83786012
35,80,25,28.09269012,4.895927306,pigeonpeas,197.1144011,44.93322042
14,75,24,24.54757829,6.436160044,pigeonpeas,118.3606557,57.3414485
36,80,21,33.64769646,7.066087261,pigeonpeas,100.4673278,48.41490082
7,77,18,20.5591255,6.655918078,pigeonpeas,191.0895109,60.54880693
29,78,25,19.95991719,5.982854523,pigeonpeas,195.787103,59.33157782
30,60,21,28.87667593,5.457871273,pigeonpeas,182.2688175,62.4901206
20,74,16,36.04353699,4.759490199,pigeonpeas,159.8938645,43.61444121
19,57,23,23.6734328,7.342409555,pigeonpeas,141.1250722,47.2879691
3,60,19,25.74679443,4.820788186,pigeonpeas,100.7791633,40.7192594
5,77,19,31.08564994,6.242052013,pigeonpeas,175.9303271,66.68832981
5,68,20,18.72987676,5.001038726,pigeonpeas,139.8710041,61.33186249
37,73,21,29.50304807,5.560224583,pigeonpeas,189.5208915,63.46513414
9,59,24,20.43517772,4.747352458,pigeonpeas,137.2279662,39.37252634
20,72,15,36.00415838,7.313517308,pigeonpeas,134.8596466,56.01334416
31,56,23,31.46846241,5.661826398,pigeonpeas,174.5723999,35.39454002
0,70,21,36.30049702,4.672437054,pigeonpeas,101.6073988,56.03021253
21,74,15,29.49096726,6.471862118,pigeonpeas,153.2504506,67.10604388
13,67,18,30.5753044,5.384762927,pigeonpeas,177.5764304,34.75591197
27,74,20,24.69487673,5.859813416,pigeonpeas,91.95792434,59.96669215
29,72,24,23.17409556,6.962386495,pigeonpeas,162.5931264,36.67847052
5,68,20,19.04380471,6.12166671,pigeonpeas,155.3705624,33.10695144
39,57,19,29.32379604,6.421748487,pigeonpeas,165.4113371,45.93248374
22,62,16,34.6455408,4.828936119,pigeonpeas,180.9009998,54.32342534
18,55,23,21.9989826,6.98571967,pigeonpeas,136.8274312,56.31006755
39,77,21,22.99774444,4.603563116,pigeonpeas,159.689339,60.24218572
13,75,20,30.55992394,6.979540061,pigeonpeas,178.8998611,35.29006485
27,71,24,31.46417866,7.064973419,pigeonpeas,165.405354,48.17631461
26,64,22,25.95058595,5.16516459,pigeonpeas,109.1821183,40.58227261
23,55,16,21.01142393,5.111488821,pigeonpeas,185.2039114,69.69141302
4,69,19,19.25100056,5.374358869,pigeonpeas,149.063196,47.70351758
20,67,19,19.24462755,5.671419084,pigeonpeas,180.6465282,50.54495302
7,74,17,22.47253208,5.667419697,pigeonpeas,96.74706956,62.56532471
17,64,18,36.75087487,6.07938452,pigeonpeas,124.6028153,58.25799145
35,71,17,29.89286629,6.931924963,pigeonpeas,198.1403003,66.35375127
11,72,22,29.37735586,6.842744374,pigeonpeas,172.40168,44.82294584
20,60,22,29.65052947,6.876572503,pigeonpeas,186.9226052,42.89833235
10,71,18,19.54284889,6.151029296,pigeonpeas,173.1106982,66.34777265
33,61,24,20.04611791,4.567446499,pigeonpeas,122.4564203,48.93905624
3,49,18,27.91095209,3.692863601,mothbeans,32.67891866,64.70930606
22,59,23,27.32220619,4.371745575,mothbeans,36.5037914,51.27868781
36,58,25,28.66024187,8.399135958,mothbeans,36.92629678,59.3189118
4,43,18,29.02955344,8.840656256,mothbeans,72.98016599,61.09387478
29,54,16,27.78031515,8.153022903,mothbeans,32.05025323,54.65030015
32,43,22,31.99928579,5.270749441,mothbeans,71.6266696,54.1077461
14,55,15,27.33580911,8.050304395,mothbeans,73.44775287,55.27755933
5,35,20,28.92952635,9.679240873,mothbeans,66.35634104,53.57014709
25,57,24,27.65472156,6.974978386,mothbeans,36.94255012,58.59986279
11,53,24,28.52396666,7.39389918,mothbeans,61.32935611,55.77264351
40,49,17,31.02215872,6.68727523,mothbeans,53.56783314,45.89239456
38,56,25,25.74095321,7.88118645,mothbeans,67.43488235,45.38497051
27,43,23,31.70447482,5.875333778,mothbeans,44.94317432,56.85420099
24,38,22,24.47876451,8.202706015,mothbeans,34.96933295,58.51663927
23,45,21,31.46511256,8.985348193,mothbeans,74.44330654,51.79939437
29,57,20,25.60973447,5.87707519,mothbeans,53.39249517,50.7330069
31,35,23,30.30260453,7.707595055,mothbeans,68.04039813,47.18283631
0,55,25,28.17489437,4.524171562,mothbeans,45.78172762,43.6672299
7,45,22,25.50634557,9.926212291,mothbeans,74.32635105,44.8302551
17,58,25,31.12896766,6.455592696,mothbeans,32.76742894,43.58788762
11,44,17,26.34043268,8.016210782,mothbeans,35.1051197,55.59160391
22,49,22,28.23494706,3.71105919,mothbeans,72.66666443,61.5620517
9,51,19,27.04453473,5.49091063,mothbeans,48.25207759,49.32609633
28,48,15,25.16125354,9.254089438,mothbeans,40.89732789,55.25435777
26,50,19,27.3179125,6.005242945,mothbeans,32.55919573,51.66921088
36,56,20,25.4123765,7.437078236,mothbeans,31.87416982,49.66474269
8,60,18,31.21629982,3.808429173,mothbeans,53.1205277,46.01868196
24,37,21,30.573999,5.818219385,mothbeans,62.74803826,58.22686794
22,43,24,25.42517036,4.52363558,mothbeans,46.19374559,53.2208266
36,43,24,27.09400578,3.510404312,mothbeans,41.53749535,43.65305437
22,44,24,24.30935081,6.030447288,mothbeans,58.99536268,56.32938343
17,43,22,30.06142622,5.498340808,mothbeans,41.0550915,45.90067655
8,45,15,28.09568993,4.61136408,mothbeans,33.84110759,60.9835384
7,56,23,26.33908791,5.545219232,mothbeans,55.50429227,40.00933429
36,57,16,28.61409059,8.292875734,mothbeans,57.02891698,57.14218792
11,45,19,28.70012137,3.828031463,mothbeans,44.11622138,44.359648
6,36,22,24.21610338,8.869532817,mothbeans,42.24783476,59.79236306
17,57,20,28.50677929,3.793575185,mothbeans,66.1761456,45.20094476
4,47,20,25.97948991,4.193189124,mothbeans,72.19245835,64.95585424
9,49,16,30.88482722,7.661537348,mothbeans,55.053805,41.36561835
25,51,24,25.5042419,9.392694614,mothbeans,65.07981523,61.66852372
36,44,21,25.12528913,4.516154055,mothbeans,38.48678973,51.33189406
21,38,20,27.10508014,5.794289715,mothbeans,62.20279647,63.56791363
37,57,20,31.1006247,7.354286985,mothbeans,70.79934452,44.82069159
32,48,18,26.45707778,5.993513566,mothbeans,64.16167699,56.40226277
29,44,20,30.04132304,8.620107545,mothbeans,31.83192392,63.56222995
25,51,18,27.77799528,9.45949344,mothbeans,50.28438729,54.82130787
10,44,24,30.99256944,8.0344125,mothbeans,58.27600682,43.02151392
23,35,18,26.4908332,5.414492777,mothbeans,36.99362831,47.36534833
9,60,23,31.96987867,6.276004336,mothbeans,64.25520357,57.17377029
3,58,21,25.36140526,9.160691747,mothbeans,55.60523179,46.82652785
22,42,22,25.54249137,7.887658711,mothbeans,48.46797044,56.96640758
12,39,21,28.99319096,8.183844843,mothbeans,70.4713043,62.85948245
39,36,22,29.34317422,9.072011412,mothbeans,34.03335472,60.50320928
32,41,16,28.63618921,7.702287236,mothbeans,68.54877876,61.39451307
30,41,15,24.83206631,5.88509677,mothbeans,52.0810886,44.17085032
19,36,22,25.44689075,6.16496284,mothbeans,57.04826619,58.55363573
4,46,15,31.01274943,3.504752314,mothbeans,63.77192383,62.40392519
21,39,20,27.06179658,7.388007483,mothbeans,60.74583498,52.3003173
35,57,25,27.0956288,8.340398059,mothbeans,71.1271039,42.26206161
22,55,24,28.56800579,8.66077954,mothbeans,64.53027638,57.30636014
35,51,17,28.79929247,3.558822825,mothbeans,40.85534718,49.84213387
17,56,17,27.94293692,5.9565851,mothbeans,69.66289997,45.41393636
28,57,17,30.47757686,9.416003106,mothbeans,61.86633917,61.58245338
22,36,16,30.58139475,8.18422855,mothbeans,64.58559639,50.77148138
11,41,19,26.85911286,5.131779302,mothbeans,44.13827124,41.81420849
38,38,18,26.31051759,6.294130313,mothbeans,35.73403813,61.18749126
23,37,24,28.77833449,7.991902443,mothbeans,33.95825723,44.2252605
25,35,20,28.90245417,8.923095695,mothbeans,71.90018566,43.35365671
40,45,20,29.37687468,6.878498176,mothbeans,38.34303462,57.69622912
23,58,19,24.17093241,5.243634849,mothbeans,59.18953429,58.25204566
2,56,23,26.65333029,7.550090941,mothbeans,36.91852635,59.79023382
3,56,17,28.19912143,8.709291688,mothbeans,52.13580529,53.50567601
26,51,25,28.76488954,7.792508068,mothbeans,55.21606732,52.62741529
39,42,20,29.3499706,8.055908858,mothbeans,40.82840673,61.25353851
27,59,20,28.00937423,4.397698806,mothbeans,36.01203025,52.60950014
24,45,19,26.85851927,5.952384957,mothbeans,34.7426459,48.8246387
7,40,17,31.2123945,8.532078733,mothbeans,53.78769958,40.92604945
15,45,23,24.20422636,7.224193642,mothbeans,46.0203959,61.43378674
26,52,23,29.98835437,4.931890506,mothbeans,52.92929636,49.60384796
20,45,16,29.93964907,4.626212446,mothbeans,45.43669946,54.61813464
34,54,24,31.2119298,5.026003659,mothbeans,68.80141783,41.55934359
19,51,25,26.80474415,3.5253661,mothbeans,43.87801983,48.23991436
29,41,21,31.49398069,8.86979671,mothbeans,64.56807592,62.84916863
20,50,22,30.99694676,9.406887533,mothbeans,38.31597852,46.42693735
11,40,23,29.61253065,5.80428611,mothbeans,50.1978269,63.04749127
15,54,15,29.97604322,8.35495812,mothbeans,44.86052932,57.03184356
35,55,22,30.88883074,8.634929739,mothbeans,55.51932414,52.62696801
9,59,25,30.39321309,7.699200949,mothbeans,35.37493212,60.16299493
40,45,18,30.43683729,5.261285926,mothbeans,30.92014047,55.20522037
35,38,19,25.32688786,9.112771682,mothbeans,32.71129281,63.18180319
14,58,17,30.53684308,4.605700542,mothbeans,33.48919022,59.96664731
40,55,18,30.38257873,7.115994051,mothbeans,47.95406479,40.5926071
18,36,23,24.01825377,7.214078621,mothbeans,35.03404425,53.76623369
35,52,15,28.69841277,9.93509073,mothbeans,65.67591794,61.14754363
4,59,22,29.33743412,8.914074888,mothbeans,42.44054315,49.00323081
22,51,16,27.96583691,8.639586199,mothbeans,70.10472076,61.34900107
33,47,17,24.86803974,8.621514073,mothbeans,63.9187654,48.27531965
2,51,17,25.87682261,5.838508699,mothbeans,38.53254678,45.96341933
16,51,21,31.01963639,3.532008668,mothbeans,32.81296548,49.9767522
19,55,20,27.43329405,7.18530147,mungbean,54.73367631,87.80507732
8,54,20,28.3340432,7.034214276,mungbean,38.7976407,80.77275974
36,55,20,27.01470397,6.635968698,mungbean,55.296354,84.34262707
10,56,16,28.17432665,6.828187499,mungbean,36.35720652,81.04554836
22,56,17,29.87888063,6.89077995,mungbean,44.75215854,87.32761241
9,57,24,29.89232778,7.165121109,mungbean,42.99498978,89.71503316
34,59,23,28.56212158,6.935804256,mungbean,56.48265193,83.24855855
31,51,25,27.53592929,7.196774236,mungbean,53.01899249,85.5701901
0,49,18,29.68361658,6.990095452,mungbean,41.82490236,87.93598094
21,39,20,28.14448546,7.064782138,mungbean,46.75690086,82.1193047
28,35,22,29.53037621,7.156563094,mungbean,59.87232071,86.73346018
17,52,17,27.88352946,6.364967184,mungbean,44.64407105,86.45147631
24,42,23,28.22471276,6.428054409,mungbean,44.01206619,82.35916228
28,46,16,29.008124,6.664187809,mungbean,45.91011391,84.96089355
21,38,21,29.75538903,6.637677489,mungbean,37.54602719,86.45193297
34,60,25,29.78416743,6.79385576,mungbean,40.77872823,85.16906976
19,53,22,27.8640132,6.852884643,mungbean,42.83053902,80.4513142
31,58,15,27.11026483,7.121571293,mungbean,51.52617423,84.96771717
19,35,24,27.11030369,6.883308033,mungbean,49.11964582,83.64274107
24,53,17,28.95451232,6.421271178,mungbean,57.65901369,89.07866095
13,47,20,29.21780035,6.54450214,mungbean,43.1386631,87.93724219
31,53,16,28.7420098,6.452006451,mungbean,48.54598575,85.81675947
28,45,23,29.65021184,6.489259136,mungbean,56.76278363,80.29868321
31,37,21,27.23924995,6.713410626,mungbean,37.31236904,86.404241
33,60,15,28.95172351,6.510840928,mungbean,56.51103293,81.67085323
34,45,21,28.18837136,6.287380117,mungbean,37.01110438,82.60629652
13,57,25,28.30041493,6.86308576,mungbean,50.47333854,86.20681554
33,57,17,27.89636126,6.78415271,mungbean,57.79863368,88.71782287
32,57,22,28.6899851,6.769415888,mungbean,44.56598352,87.50436797
23,59,25,27.8262623,6.320768488,mungbean,56.68833819,88.73100226
35,41,18,28.70562673,6.705008504,mungbean,59.87065439,81.59200689
6,48,24,28.6362812,6.790736339,mungbean,48.48319335,84.61431076
29,36,25,28.28511547,7.130278657,mungbean,48.56690235,88.4393979
4,36,22,27.60887393,7.012740397,mungbean,43.80041104,86.13316408
10,59,22,28.60901145,7.155685016,mungbean,36.94616965,86.99495766
14,48,21,29.24598976,6.991242362,mungbean,53.43228915,84.80084105
8,50,21,28.62911222,6.218923893,mungbean,50.49913241,89.1148059
20,40,15,29.57329479,7.199495368,mungbean,45.04467075,88.07505524
36,43,22,27.82684262,6.389882166,mungbean,58.37249772,87.16679147
14,57,15,29.8757015,6.623438282,mungbean,40.12044158,83.14796296
11,60,23,27.33684386,7.033012777,mungbean,51.09802625,88.50229102
10,59,15,29.83040388,6.32400451,mungbean,58.86687093,89.30428305
7,60,25,28.2753171,6.397636709,mungbean,56.04995423,82.76020821
2,47,15,29.86860065,6.401455706,mungbean,58.41394143,85.99127934
20,45,22,29.5888162,6.904587016,mungbean,54.96121262,89.9939693
2,39,15,28.07219563,6.478557136,mungbean,49.61865305,82.9116472
27,40,24,27.84026517,7.063022095,mungbean,52.84626009,89.99615558
35,48,15,27.10818093,6.981758362,mungbean,55.03723979,87.4512669
4,59,25,27.68515114,6.227134139,mungbean,54.62243308,81.94268594
1,48,24,29.34594634,6.232836962,mungbean,59.03629954,85.60472562
36,43,21,28.36319404,7.140437859,mungbean,52.93031105,84.8593608
11,46,24,27.65280218,6.459252023,mungbean,56.52558045,89.80650642
34,47,19,27.31372793,6.568795404,mungbean,53.15223123,85.44815232
21,44,18,27.06909959,7.12851089,mungbean,50.46746116,86.89934108
17,58,20,28.06642822,6.42937879,mungbean,39.23831035,85.91625451
25,40,21,27.73329078,6.248900919,mungbean,44.17580911,81.13903037
2,38,18,27.53632932,6.619891498,mungbean,45.48591922,89.92908171
9,48,20,29.66461594,6.377568542,mungbean,56.09542002,84.28187572
37,49,25,29.9145443,6.415459592,mungbean,41.39081525,85.85384444
36,38,15,28.36363858,6.320662012,mungbean,57.99524359,87.59810657
40,58,15,29.46416042,6.978400282,mungbean,43.15411472,87.60890009
30,44,16,29.73013036,6.442335593,mungbean,50.91511275,82.89166381
1,59,23,27.46852989,7.184398832,mungbean,43.78420984,87.17649
9,48,22,27.77076285,6.402926221,mungbean,49.50812624,87.09979549
14,41,17,29.12939524,7.085982325,mungbean,36.45012824,88.48312598
35,52,19,27.10606808,6.698574085,mungbean,37.45680611,89.89593328
31,48,17,28.88078945,6.594739424,mungbean,53.79732545,86.94206817
4,41,20,28.14720892,6.647965508,mungbean,37.44800463,83.8001509
30,37,25,29.89129144,7.120032489,mungbean,54.7960127,80.14487166
9,35,20,27.41503453,6.91380932,mungbean,40.53173216,80.98004661
20,41,20,29.27308605,7.073048264,mungbean,50.9246554,89.4875022
37,50,23,29.65296893,6.5304707,mungbean,56.01913159,88.48587386
34,35,21,28.44524991,6.684381357,mungbean,58.18713162,82.67639542
14,37,15,27.96235681,6.581351374,mungbean,48.9366954,83.97586797
23,39,22,29.25649321,6.86483915,mungbean,42.02483277,81.97952224
5,45,21,28.36291385,6.487124217,mungbean,43.05130077,88.00989267
22,37,20,27.62749466,6.605733068,mungbean,39.26137642,86.49366929
40,51,17,28.66086349,6.860602782,mungbean,50.01534317,86.12194568
27,56,20,29.2114218,6.41874299,mungbean,51.53848218,87.11497805
31,40,22,29.40889385,6.365513634,mungbean,53.35486977,86.16063492
38,36,21,28.02952623,6.556372966,mungbean,36.12042927,84.8845732
6,37,17,28.08657178,6.760694228,mungbean,38.14476781,80.35005927
6,47,18,29.16174608,6.715276663,mungbean,40.16545979,80.28038146
24,44,17,29.8596912,6.666380512,mungbean,50.66487502,80.03499648
25,59,19,29.06631494,6.626629798,mungbean,43.95183726,83.6869203
32,56,21,27.38538997,6.702772465,mungbean,58.29933073,88.66663953
8,45,18,27.93034941,7.011030515,mungbean,43.25095608,85.42058715
19,39,17,29.2808618,6.890156495,mungbean,44.47427436,81.8009244
39,37,15,28.9973145,6.821747052,mungbean,59.84499208,83.78911515
33,37,19,27.92678579,7.183189922,mungbean,43.4826194,86.5543196
26,54,17,28.5474135,6.27258822,mungbean,49.4897245,88.9570454
21,51,15,29.36488409,6.679127482,mungbean,48.30159325,89.1886954
22,54,20,28.56149805,6.689825155,mungbean,41.013132,83.63802195
29,45,16,28.43683487,6.583381939,mungbean,43.12063289,87.91332682
4,40,21,28.79728147,6.725551062,mungbean,44.30070517,80.45744422
10,37,22,28.7275267,7.069747814,mungbean,58.52974279,89.12760359
4,44,19,27.95639663,6.921993878,mungbean,43.25726752,83.52706038
20,45,17,28.17458662,6.770955317,mungbean,37.2464655,83.69659318
23,45,23,28.77653519,6.983130466,mungbean,56.12443206,86.69133979
25,48,21,28.438097,6.267684328,mungbean,52.55469976,83.48991368
56,79,15,29.48439992,7.454532137,blackgram,71.89090748,63.19915325
25,62,21,26.73433965,7.040056094,blackgram,67.15096376,68.13999721
42,61,22,26.27274407,7.418650668,blackgram,70.23207557,62.28814857
42,73,25,34.03679184,6.501869314,blackgram,73.23573601,67.21113844
44,58,18,28.03644051,6.814410928,blackgram,72.49507741,65.06601664
50,55,16,28.81460716,7.581442888,blackgram,62.26242533,65.33538112
35,72,21,34.03619494,7.741418772,blackgram,66.85510868,64.28791388
30,64,20,33.8642935,6.573531614,blackgram,68.02199825,61.57072498
27,64,21,32.84213012,7.543804223,blackgram,73.67166182,68.68401492
50,74,17,27.10053268,6.5408208,blackgram,73.84949872,63.36085585
39,73,24,25.65842532,7.22405917,blackgram,69.28607828,61.18235808
57,67,25,32.34744009,7.551364319,blackgram,64.55882254,66.61452812
52,63,19,29.58949031,6.928898659,blackgram,67.53021213,68.32176769
55,66,22,30.91219459,7.747775263,blackgram,66.63830637,68.79427388
51,56,18,28.12787838,6.706505915,blackgram,70.86340755,64.2097765
36,66,15,30.08545364,6.668238556,blackgram,67.1367443,69.34811988
59,55,19,31.74379487,7.332375138,blackgram,68.97097538,62.51007687
50,58,23,27.81326852,7.596802025,blackgram,69.75555541,62.50460464
30,65,25,32.88733849,7.70650895,blackgram,71.50569456,64.59457409
20,62,18,29.36358721,7.366542647,blackgram,61.91208707,64.98742947
58,71,15,27.82592799,6.919243702,blackgram,74.01229707,67.5861883
25,71,24,28.49538735,7.187721818,blackgram,74.91559514,60.44848407
52,71,16,27.74274761,7.075886472,blackgram,71.78615328,68.53997144
40,63,18,30.41588462,6.74441168,blackgram,63.02473185,67.66323804
20,60,25,27.3254209,6.726469088,blackgram,61.19250859,69.09047809
48,61,21,30.28496619,6.628264883,blackgram,65.62859526,61.69295127
49,68,22,28.56840626,7.127064207,blackgram,63.49726331,61.53278622
48,62,15,25.36586097,7.538631462,blackgram,65.81655892,66.6379724
32,66,17,34.9466155,7.162357641,blackgram,70.1415139,65.26774011
21,63,22,25.09737391,6.859409487,blackgram,74.61649888,67.72837887
20,72,19,32.47648301,7.397190844,blackgram,65.820457,64.34848735
25,65,21,33.86351172,6.880245789,blackgram,69.24464096,68.59232289
41,78,21,25.19857725,6.581313137,blackgram,70.88787207,60.37332688
53,67,17,31.77681682,7.296972161,blackgram,61.46892873,69.01852894
39,60,21,34.89814946,6.97297656,blackgram,64.72797143,63.59948557
25,76,17,31.74105409,7.241148507,blackgram,62.3061735,68.63525428
21,78,19,27.16159076,6.92009048,blackgram,69.85112265,66.76017239
57,60,17,26.23773129,7.504608385,blackgram,73.58663968,67.88521396
56,75,15,30.20157245,7.152272256,blackgram,66.37171179,60.06534859
49,72,15,31.55846339,7.137004749,blackgram,74.86960831,67.83563765
24,80,19,29.67892453,6.808041722,blackgram,65.66436565,69.0854554
49,76,18,27.05365239,7.393631868,blackgram,60.4693835,67.7017527
28,68,19,34.63880966,7.69950698,blackgram,72.43169115,61.38597868
55,78,21,33.39438752,6.602888249,blackgram,63.57445989,62.93692886
50,64,25,28.84079155,6.734447425,blackgram,70.25496749,63.37230676
34,80,19,31.49338309,6.521217963,blackgram,71.48327008,63.0563645
20,68,23,25.54960633,7.707332484,blackgram,63.1830529,63.95425534
55,67,16,34.37329112,6.596719015,blackgram,70.27184748,69.69366426
23,70,15,34.6008247,7.403623355,blackgram,60.41790253,63.11296779
53,74,15,29.43463808,7.517097,blackgram,72.17818157,64.94329356
26,67,16,29.10713092,7.17620823,blackgram,67.83345933,67.90577375
33,80,22,28.57006111,6.593961761,blackgram,70.0866434,65.71765781
37,79,19,27.54384835,7.143942758,blackgram,69.40878198,69.3478631
33,75,21,33.04687968,6.690655045,blackgram,62.30278274,68.93875631
22,55,20,33.95309131,7.423530351,blackgram,61.16350463,69.96100028
20,68,17,30.11873003,6.578714843,blackgram,71.72980375,60.11680815
43,68,20,29.57812712,7.497469256,blackgram,69.43895491,66.17587668
44,76,22,27.26458947,7.775306272,blackgram,68.91754359,68.01232937
34,60,16,31.35730791,7.322555223,blackgram,63.85668948,64.24992106
21,72,17,31.52104732,7.580527339,blackgram,61.71111448,66.55723677
25,68,19,29.39982732,7.108450121,blackgram,67.47677295,64.25510719
41,62,15,29.38400259,7.358974541,blackgram,65.24194361,64.14928485
28,65,23,28.38686534,7.405176138,blackgram,74.24459122,61.88871127
35,64,15,28.47442276,6.500144962,blackgram,69.5274407,63.53604453
52,58,16,30.64095781,7.167435834,blackgram,71.36947525,61.14508627
58,75,25,25.25596239,7.261791753,blackgram,68.64685069,61.36669662
34,66,19,32.97030511,7.586642101,blackgram,73.44678678,60.18122078
52,70,16,33.66855394,7.534811833,blackgram,67.32520551,66.60416867
23,57,19,32.83963757,7.251000789,blackgram,73.40452716,67.99803573
42,58,25,27.45853567,6.513620918,blackgram,69.46020927,62.90020977
37,62,17,25.68576704,7.121254928,blackgram,74.62068748,69.84354028
44,75,22,30.0328403,7.574561547,blackgram,71.21006868,64.14800537
21,80,20,28.20667264,7.350869792,blackgram,64.32887142,68.27085245
56,76,16,28.27265858,7.513151076,blackgram,63.29900785,61.18956161
29,76,15,28.5417236,7.025607706,blackgram,69.68862306,64.2020154
43,61,20,26.87187036,6.804253866,blackgram,63.51822045,61.61367264
55,60,15,32.79766751,7.163043872,blackgram,64.11411069,68.77994074
44,63,15,26.42333018,7.338929556,blackgram,63.46546487,64.51136845
29,67,21,29.79181107,6.621323612,blackgram,63.02169909,63.38789228
47,63,16,27.44003279,6.661870999,blackgram,72.50669768,67.10464369
40,68,17,34.1262979,7.733149554,blackgram,70.40795007,65.14877461
58,61,15,30.94908189,7.402891666,blackgram,62.78730907,64.23364112
41,74,18,28.75751783,6.599147298,blackgram,73.37686831,61.02701476
58,79,17,27.24766491,7.04174124,blackgram,62.31842057,66.10123083
27,62,24,28.63005477,7.353876754,blackgram,62.2737345,66.770943
27,60,17,26.41768321,7.026795359,blackgram,64.42177127,63.64698302
52,65,20,32.81705216,6.814301033,blackgram,68.83924882,66.15665137
44,55,25,29.6321052,7.42160832,blackgram,71.16331975,65.91359954
21,62,24,33.49077065,6.847382891,blackgram,65.45328463,62.73317204
60,59,22,31.86847286,7.191522601,blackgram,74.22238583,66.74217464
33,77,21,30.32992227,7.01285529,blackgram,71.64631281,65.62971858
59,58,17,28.546224,7.368318809,blackgram,62.83469851,66.31394098
